exp_id,total_elements,affected_elements,op_id,regen_ms,tvc_ms,validation_ms,rollback,simulation,live
b2.1,10000,1,live_10000_1_0,0.003,0.122,0,False,False,True
b2.1,10000,1,live_10000_1_1,0.004,0.107,0,False,False,True
b2.1,10000,1,live_10000_1_2,0.003,0.179,0,False,False,True
b2.1,10000,1,live_10000_1_3,0.002,0.155,0,False,False,True
b2.1,10000,1,live_10000_1_4,0.001,0.113,0,False,False,True
b2.1,10000,1,live_10000_1_5,0.001,0.129,0,False,False,True
b2.1,10000,1,live_10000_1_6,0.001,0.114,0,False,False,True
b2.1,10000,1,live_10000_1_7,0.001,0.114,0,False,False,True
b2.1,10000,1,live_10000_1_8,0.005,0.167,0,False,False,True
b2.1,10000,1,live_10000_1_9,0.001,0.166,0,False,False,True
b2.1,10000,10,live_10000_10_0,0.002,0.114,0,False,False,True
b2.1,10000,10,live_10000_10_1,0.003,0.111,0,False,False,True
b2.1,10000,10,live_10000_10_2,0.002,0.164,0,False,False,True
b2.1,10000,10,live_10000_10_3,0.002,0.108,0,False,False,True
b2.1,10000,10,live_10000_10_4,0.002,0.108,0,False,False,True
b2.1,10000,10,live_10000_10_5,0.002,0.12,0,False,False,True
b2.1,10000,10,live_10000_10_6,0.002,0.111,0,False,False,True
b2.1,10000,10,live_10000_10_7,0.002,0.111,0,False,False,True
b2.1,10000,10,live_10000_10_8,0.001,0.136,0,False,False,True
b2.1,10000,10,live_10000_10_9,0.002,0.116,0,False,False,True
b2.1,10000,100,live_10000_100_0,0.007,0.113,0,False,False,True
b2.1,10000,100,live_10000_100_1,0.009,0.125,0,False,False,True
b2.1,10000,100,live_10000_100_2,0.007,0.114,0,False,False,True
b2.1,10000,100,live_10000_100_3,0.007,0.129,0,False,False,True
b2.1,10000,100,live_10000_100_4,0.009,0.211,0,False,False,True
b2.1,10000,100,live_10000_100_5,0.01,0.196,0,False,False,True
b2.1,10000,100,live_10000_100_6,0.007,0.179,0,False,False,True
b2.1,10000,100,live_10000_100_7,0.008,0.188,0,False,False,True
b2.1,10000,100,live_10000_100_8,0.01,0.204,0,False,False,True
b2.1,10000,100,live_10000_100_9,0.007,0.145,0,False,False,True
b2.1,10000,1000,live_10000_1000_0,0.092,0.129,0,False,False,True
b2.1,10000,1000,live_10000_1000_1,0.061,0.149,0,False,False,True
b2.1,10000,1000,live_10000_1000_2,0.076,0.121,0,False,False,True
b2.1,10000,1000,live_10000_1000_3,0.061,0.129,0,False,False,True
b2.1,10000,1000,live_10000_1000_4,0.078,0.272,0,False,False,True
b2.1,10000,1000,live_10000_1000_5,0.061,0.125,0,False,False,True
b2.1,10000,1000,live_10000_1000_6,0.082,0.176,0,False,False,True
b2.1,10000,1000,live_10000_1000_7,0.061,0.145,0,False,False,True
b2.1,10000,1000,live_10000_1000_8,0.061,0.117,0,False,False,True
b2.1,10000,1000,live_10000_1000_9,0.078,0.127,0,False,False,True
b2.1,10000,5000,live_10000_5000_0,0.327,0.16,0,False,False,True
b2.1,10000,5000,live_10000_5000_1,0.3,0.162,0,False,False,True
b2.1,10000,5000,live_10000_5000_2,0.297,0.212,0,False,False,True
b2.1,10000,5000,live_10000_5000_3,0.298,0.16,0,False,False,True
b2.1,10000,5000,live_10000_5000_4,0.329,0.168,0,False,False,True
b2.1,10000,5000,live_10000_5000_5,0.341,0.161,0,False,False,True
b2.1,10000,5000,live_10000_5000_6,0.344,0.168,0,False,False,True
b2.1,10000,5000,live_10000_5000_7,0.323,0.18,0,False,False,True
b2.1,10000,5000,live_10000_5000_8,0.422,0.303,0,False,False,True
b2.1,10000,5000,live_10000_5000_9,0.302,0.158,0,False,False,True
b2.1,100000,1,live_100000_1_0,0.001,1.868,0,False,False,True
b2.1,100000,1,live_100000_1_1,0.001,1.787,0,False,False,True
b2.1,100000,1,live_100000_1_2,0.001,1.89,0,False,False,True
b2.1,100000,1,live_100000_1_3,0.001,1.733,0,False,False,True
b2.1,100000,1,live_100000_1_4,0.002,1.882,0,False,False,True
b2.1,100000,1,live_100000_1_5,0.001,1.689,0,False,False,True
b2.1,100000,1,live_100000_1_6,0.001,1.737,0,False,False,True
b2.1,100000,1,live_100000_1_7,0.003,1.385,0,False,False,True
b2.1,100000,1,live_100000_1_8,0.002,1.216,0,False,False,True
b2.1,100000,1,live_100000_1_9,0.002,1.241,0,False,False,True
b2.1,100000,10,live_100000_10_0,0.002,1.7,0,False,False,True
b2.1,100000,10,live_100000_10_1,0.001,1.702,0,False,False,True
b2.1,100000,10,live_100000_10_2,0.001,1.772,0,False,False,True
b2.1,100000,10,live_100000_10_3,0.003,2.468,0,False,False,True
b2.1,100000,10,live_100000_10_4,0.002,1.749,0,False,False,True
b2.1,100000,10,live_100000_10_5,0.003,1.17,0,False,False,True
b2.1,100000,10,live_100000_10_6,0.001,1.276,0,False,False,True
b2.1,100000,10,live_100000_10_7,0.001,1.167,0,False,False,True
b2.1,100000,10,live_100000_10_8,0.002,1.152,0,False,False,True
b2.1,100000,10,live_100000_10_9,0.003,1.969,0,False,False,True
b2.1,100000,100,live_100000_100_0,0.009,2.027,0,False,False,True
b2.1,100000,100,live_100000_100_1,0.007,1.274,0,False,False,True
b2.1,100000,100,live_100000_100_2,0.007,1.56,0,False,False,True
b2.1,100000,100,live_100000_100_3,0.007,1.19,0,False,False,True
b2.1,100000,100,live_100000_100_4,0.007,1.419,0,False,False,True
b2.1,100000,100,live_100000_100_5,0.007,1.092,0,False,False,True
b2.1,100000,100,live_100000_100_6,0.007,1.069,0,False,False,True
b2.1,100000,100,live_100000_100_7,0.007,1.129,0,False,False,True
b2.1,100000,100,live_100000_100_8,0.01,1.586,0,False,False,True
b2.1,100000,100,live_100000_100_9,0.007,1.398,0,False,False,True
b2.1,100000,1000,live_100000_1000_0,0.061,1.165,0,False,False,True
b2.1,100000,1000,live_100000_1000_1,0.063,1.281,0,False,False,True
b2.1,100000,1000,live_100000_1000_2,0.067,1.151,0,False,False,True
b2.1,100000,1000,live_100000_1000_3,0.077,1.067,0,False,False,True
