exp_id,total_elements,affected_elements,op_id,regen_ms,tvc_ms,validation_ms,rollback,simulation,live
b2.1,10000,1,live_10000_1_0,0.002,0.181,0,False,False,True
b2.1,10000,1,live_10000_1_1,0.003,0.121,0,False,False,True
b2.1,10000,1,live_10000_1_2,0.002,0.133,0,False,False,True
b2.1,10000,1,live_10000_1_3,0.002,0.112,0,False,False,True
b2.1,10000,1,live_10000_1_4,0.003,0.112,0,False,False,True
b2.1,10000,1,live_10000_1_5,0.004,0.11,0,False,False,True
b2.1,10000,1,live_10000_1_6,0.005,0.125,0,False,False,True
b2.1,10000,1,live_10000_1_7,0.004,0.191,0,False,False,True
b2.1,10000,1,live_10000_1_8,0.005,0.123,0,False,False,True
b2.1,10000,1,live_10000_1_9,0.003,0.124,0,False,False,True
b2.1,10000,10,live_10000_10_0,0.002,0.105,0,False,False,True
b2.1,10000,10,live_10000_10_1,0.001,0.112,0,False,False,True
b2.1,10000,10,live_10000_10_2,0.002,0.114,0,False,False,True
b2.1,10000,10,live_10000_10_3,0.002,0.117,0,False,False,True
b2.1,10000,10,live_10000_10_4,0.002,0.116,0,False,False,True
b2.1,10000,10,live_10000_10_5,0.002,0.102,0,False,False,True
b2.1,10000,10,live_10000_10_6,0.002,0.113,0,False,False,True
b2.1,10000,10,live_10000_10_7,0.003,0.165,0,False,False,True
b2.1,10000,10,live_10000_10_8,0.001,0.125,0,False,False,True
b2.1,10000,10,live_10000_10_9,0.002,0.114,0,False,False,True
b2.1,10000,100,live_10000_100_0,0.007,0.11,0,False,False,True
b2.1,10000,100,live_10000_100_1,0.007,0.113,0,False,False,True
b2.1,10000,100,live_10000_100_2,0.007,0.11,0,False,False,True
b2.1,10000,100,live_10000_100_3,0.007,0.118,0,False,False,True
b2.1,10000,100,live_10000_100_4,0.007,0.121,0,False,False,True
b2.1,10000,100,live_10000_100_5,0.007,0.118,0,False,False,True
b2.1,10000,100,live_10000_100_6,0.007,0.114,0,False,False,True
b2.1,10000,100,live_10000_100_7,0.012,0.115,0,False,False,True
b2.1,10000,100,live_10000_100_8,0.011,0.113,0,False,False,True
b2.1,10000,100,live_10000_100_9,0.01,0.11,0,False,False,True
b2.1,10000,1000,live_10000_1000_0,0.071,0.117,0,False,False,True
b2.1,10000,1000,live_10000_1000_1,0.08,0.196,0,False,False,True
b2.1,10000,1000,live_10000_1000_2,0.069,0.174,0,False,False,True
b2.1,10000,1000,live_10000_1000_3,0.066,0.202,0,False,False,True
b2.1,10000,1000,live_10000_1000_4,0.077,0.261,0,False,False,True
b2.1,10000,1000,live_10000_1000_5,0.071,0.117,0,False,False,True
b2.1,10000,1000,live_10000_1000_6,0.07,0.207,0,False,False,True
b2.1,10000,1000,live_10000_1000_7,0.065,0.119,0,False,False,True
b2.1,10000,1000,live_10000_1000_8,0.07,0.118,0,False,False,True
b2.1,10000,1000,live_10000_1000_9,0.079,0.308,0,False,False,True
b2.1,10000,5000,live_10000_5000_0,0.368,0.175,0,False,False,True
b2.1,10000,5000,live_10000_5000_1,0.338,0.183,0,False,False,True
b2.1,10000,5000,live_10000_5000_2,0.371,0.175,0,False,False,True
b2.1,10000,5000,live_10000_5000_3,0.427,0.194,0,False,False,True
b2.1,10000,5000,live_10000_5000_4,0.394,0.173,0,False,False,True
b2.1,10000,5000,live_10000_5000_5,0.372,0.205,0,False,False,True
b2.1,10000,5000,live_10000_5000_6,0.385,0.16,0,False,False,True
b2.1,10000,5000,live_10000_5000_7,0.39,0.249,0,False,False,True
b2.1,10000,5000,live_10000_5000_8,0.308,0.184,0,False,False,True
b2.1,10000,5000,live_10000_5000_9,0.3,0.259,0,False,False,True
b2.1,100000,1,live_100000_1_0,0.001,1.351,0,False,False,True
b2.1,100000,1,live_100000_1_1,0.003,1.805,0,False,False,True
b2.1,100000,1,live_100000_1_2,0.001,1.887,0,False,False,True
b2.1,100000,1,live_100000_1_3,0.003,1.294,0,False,False,True
b2.1,100000,1,live_100000_1_4,0.001,1.745,0,False,False,True
b2.1,100000,1,live_100000_1_5,0.001,1.188,0,False,False,True
b2.1,100000,1,live_100000_1_6,0.002,1.232,0,False,False,True
b2.1,100000,1,live_100000_1_7,0.003,1.704,0,False,False,True
