exp_id,total_elements,affected_elements,op_id,regen_ms,tvc_ms,validation_ms,rollback,simulation,live
b2.1,10000,1,live_10000_1_0,0.002,0.102,0,False,False,True
b2.1,10000,1,live_10000_1_1,0.003,0.101,0,False,False,True
b2.1,10000,1,live_10000_1_2,0.001,0.1,0,False,False,True
b2.1,10000,1,live_10000_1_3,0.001,0.112,0,False,False,True
b2.1,10000,1,live_10000_1_4,0.002,0.68,0,False,False,True
b2.1,10000,1,live_10000_1_5,0.001,0.132,0,False,False,True
b2.1,10000,1,live_10000_1_6,0.001,0.111,0,False,False,True
b2.1,10000,1,live_10000_1_7,0.001,0.101,0,False,False,True
b2.1,10000,1,live_10000_1_8,0.001,0.101,0,False,False,True
b2.1,10000,1,live_10000_1_9,0.001,0.161,0,False,False,True
b2.1,10000,10,live_10000_10_0,0.003,0.129,0,False,False,True
b2.1,10000,10,live_10000_10_1,0.003,0.213,0,False,False,True
b2.1,10000,10,live_10000_10_2,0.001,0.122,0,False,False,True
b2.1,10000,10,live_10000_10_3,0.002,0.141,0,False,False,True
b2.1,10000,10,live_10000_10_4,0.002,0.093,0,False,False,True
b2.1,10000,10,live_10000_10_5,0.002,0.169,0,False,False,True
b2.1,10000,10,live_10000_10_6,0.002,0.106,0,False,False,True
b2.1,10000,10,live_10000_10_7,0.002,0.104,0,False,False,True
b2.1,10000,10,live_10000_10_8,0.002,0.137,0,False,False,True
b2.1,10000,10,live_10000_10_9,0.002,0.104,0,False,False,True
b2.1,10000,100,live_10000_100_0,0.006,0.101,0,False,False,True
b2.1,10000,100,live_10000_100_1,0.007,0.102,0,False,False,True
b2.1,10000,100,live_10000_100_2,0.007,0.097,0,False,False,True
b2.1,10000,100,live_10000_100_3,0.007,0.1,0,False,False,True
b2.1,10000,100,live_10000_100_4,0.007,0.107,0,False,False,True
b2.1,10000,100,live_10000_100_5,0.007,0.114,0,False,False,True
b2.1,10000,100,live_10000_100_6,0.007,0.114,0,False,False,True
b2.1,10000,100,live_10000_100_7,0.007,0.099,0,False,False,True
b2.1,10000,100,live_10000_100_8,0.007,0.105,0,False,False,True
b2.1,10000,100,live_10000_100_9,0.008,0.107,0,False,False,True
