exp_id,total_elements,affected_elements,op_id,regen_ms,tvc_ms,validation_ms,rollback,simulation,live
b2.1,10000,1,live_10000_1_0,0.002,0.109,0,False,False,True
b2.1,10000,1,live_10000_1_1,0.003,0.16,0,False,False,True
b2.1,10000,1,live_10000_1_2,0.002,0.128,0,False,False,True
b2.1,10000,1,live_10000_1_3,0.002,0.107,0,False,False,True
b2.1,10000,1,live_10000_1_4,0.001,0.115,0,False,False,True
b2.1,10000,1,live_10000_1_5,0.002,0.266,0,False,False,True
b2.1,10000,1,live_10000_1_6,0.002,0.169,0,False,False,True
b2.1,10000,1,live_10000_1_7,0.001,0.146,0,False,False,True
b2.1,10000,1,live_10000_1_8,0.001,0.391,0,False,False,True
b2.1,10000,1,live_10000_1_9,0.001,0.178,0,False,False,True
b2.1,10000,10,live_10000_10_0,0.002,0.106,0,False,False,True
b2.1,10000,10,live_10000_10_1,0.002,0.161,0,False,False,True
b2.1,10000,10,live_10000_10_2,0.002,0.111,0,False,False,True
b2.1,10000,10,live_10000_10_3,0.002,0.103,0,False,False,True
b2.1,10000,10,live_10000_10_4,0.005,0.112,0,False,False,True
b2.1,10000,10,live_10000_10_5,0.002,0.104,0,False,False,True
b2.1,10000,10,live_10000_10_6,0.002,0.123,0,False,False,True
b2.1,10000,10,live_10000_10_7,0.002,0.112,0,False,False,True
b2.1,10000,10,live_10000_10_8,0.002,0.107,0,False,False,True
b2.1,10000,10,live_10000_10_9,0.003,0.349,0,False,False,True
b2.1,10000,100,live_10000_100_0,0.007,0.122,0,False,False,True
b2.1,10000,100,live_10000_100_1,0.008,0.118,0,False,False,True
b2.1,10000,100,live_10000_100_2,0.008,0.112,0,False,False,True
b2.1,10000,100,live_10000_100_3,0.007,0.1,0,False,False,True
b2.1,10000,100,live_10000_100_4,0.007,0.107,0,False,False,True
b2.1,10000,100,live_10000_100_5,0.015,0.197,0,False,False,True
b2.1,10000,100,live_10000_100_6,0.007,0.105,0,False,False,True
b2.1,10000,100,live_10000_100_7,0.012,0.136,0,False,False,True
b2.1,10000,100,live_10000_100_8,0.01,0.115,0,False,False,True
b2.1,10000,100,live_10000_100_9,0.011,0.109,0,False,False,True
b2.1,10000,1000,live_10000_1000_0,0.06,0.12,0,False,False,True
b2.1,10000,1000,live_10000_1000_1,0.059,0.133,0,False,False,True
b2.1,10000,1000,live_10000_1000_2,0.065,0.119,0,False,False,True
b2.1,10000,1000,live_10000_1000_3,0.072,0.124,0,False,False,True
b2.1,10000,1000,live_10000_1000_4,0.071,0.132,0,False,False,True
b2.1,10000,1000,live_10000_1000_5,0.099,0.14,0,False,False,True
b2.1,10000,1000,live_10000_1000_6,0.073,0.126,0,False,False,True
b2.1,10000,1000,live_10000_1000_7,0.059,0.159,0,False,False,True
b2.1,10000,1000,live_10000_1000_8,0.071,0.132,0,False,False,True
b2.1,10000,1000,live_10000_1000_9,0.072,0.115,0,False,False,True
b2.1,10000,5000,live_10000_5000_0,0.342,0.165,0,False,False,True
b2.1,10000,5000,live_10000_5000_1,0.362,0.187,0,False,False,True
b2.1,10000,5000,live_10000_5000_2,0.344,0.159,0,False,False,True
b2.1,10000,5000,live_10000_5000_3,0.291,0.173,0,False,False,True
b2.1,10000,5000,live_10000_5000_4,0.328,0.25,0,False,False,True
b2.1,10000,5000,live_10000_5000_5,0.321,0.174,0,False,False,True
b2.1,10000,5000,live_10000_5000_6,0.322,0.166,0,False,False,True
b2.1,10000,5000,live_10000_5000_7,0.352,0.173,0,False,False,True
b2.1,10000,5000,live_10000_5000_8,0.411,0.163,0,False,False,True
b2.1,10000,5000,live_10000_5000_9,0.294,0.155,0,False,False,True
b2.1,100000,1,live_100000_1_0,0.003,1.162,0,False,False,True
b2.1,100000,1,live_100000_1_1,0.001,1.632,0,False,False,True
b2.1,100000,1,live_100000_1_2,0.001,1.55,0,False,False,True
b2.1,100000,1,live_100000_1_3,0.003,1.791,0,False,False,True
b2.1,100000,1,live_100000_1_4,0.002,1.729,0,False,False,True
b2.1,100000,1,live_100000_1_5,0.001,1.185,0,False,False,True
b2.1,100000,1,live_100000_1_6,0.002,1.706,0,False,False,True
b2.1,100000,1,live_100000_1_7,0.002,1.506,0,False,False,True
b2.1,100000,1,live_100000_1_8,0.002,1.508,0,False,False,True
b2.1,100000,1,live_100000_1_9,0.002,1.238,0,False,False,True
b2.1,100000,10,live_100000_10_0,0.002,1.201,0,False,False,True
b2.1,100000,10,live_100000_10_1,0.002,1.581,0,False,False,True
b2.1,100000,10,live_100000_10_2,0.003,1.634,0,False,False,True
b2.1,100000,10,live_100000_10_3,0.002,1.166,0,False,False,True
b2.1,100000,10,live_100000_10_4,0.003,1.177,0,False,False,True
b2.1,100000,10,live_100000_10_5,0.002,1.16,0,False,False,True
b2.1,100000,10,live_100000_10_6,0.002,1.992,0,False,False,True
b2.1,100000,10,live_100000_10_7,0.003,1.38,0,False,False,True
b2.1,100000,10,live_100000_10_8,0.003,1.259,0,False,False,True
b2.1,100000,10,live_100000_10_9,0.002,1.173,0,False,False,True
b2.1,100000,100,live_100000_100_0,0.009,2.056,0,False,False,True
b2.1,100000,100,live_100000_100_1,0.008,1.438,0,False,False,True
b2.1,100000,100,live_100000_100_2,0.008,1.165,0,False,False,True
b2.1,100000,100,live_100000_100_3,0.008,1.324,0,False,False,True
b2.1,100000,100,live_100000_100_4,0.009,1.174,0,False,False,True
b2.1,100000,100,live_100000_100_5,0.008,1.0,0,False,False,True
b2.1,100000,100,live_100000_100_6,0.008,1.041,0,False,False,True
b2.1,100000,100,live_100000_100_7,0.008,1.309,0,False,False,True
