exp_id,total_elements,affected_elements,op_id,regen_ms,tvc_ms,validation_ms,rollback,simulation,live
b2.1,10000,1,live_10000_1_0,0.002,0.095,0,False,False,True
b2.1,10000,1,live_10000_1_1,0.002,0.075,0,False,False,True
b2.1,10000,1,live_10000_1_2,0.001,0.085,0,False,False,True
b2.1,10000,1,live_10000_1_3,0.003,0.106,0,False,False,True
b2.1,10000,1,live_10000_1_4,0.002,0.078,0,False,False,True
b2.1,10000,1,live_10000_1_5,0.001,0.08,0,False,False,True
b2.1,10000,1,live_10000_1_6,0.002,0.082,0,False,False,True
b2.1,10000,1,live_10000_1_7,0.002,0.078,0,False,False,True
b2.1,10000,1,live_10000_1_8,0.002,0.075,0,False,False,True
b2.1,10000,1,live_10000_1_9,0.002,0.086,0,False,False,True
b2.1,10000,10,live_10000_10_0,0.003,0.078,0,False,False,True
b2.1,10000,10,live_10000_10_1,0.002,0.071,0,False,False,True
b2.1,10000,10,live_10000_10_2,0.004,0.095,0,False,False,True
b2.1,10000,10,live_10000_10_3,0.002,0.075,0,False,False,True
b2.1,10000,10,live_10000_10_4,0.003,0.082,0,False,False,True
b2.1,10000,10,live_10000_10_5,0.003,0.075,0,False,False,True
b2.1,10000,10,live_10000_10_6,0.004,0.091,0,False,False,True
b2.1,10000,10,live_10000_10_7,0.004,0.197,0,False,False,True
b2.1,10000,10,live_10000_10_8,0.005,0.09,0,False,False,True
b2.1,10000,10,live_10000_10_9,0.003,0.072,0,False,False,True
b2.1,10000,100,live_10000_100_0,0.007,0.084,0,False,False,True
b2.1,10000,100,live_10000_100_1,0.008,0.111,0,False,False,True
b2.1,10000,100,live_10000_100_2,0.009,0.073,0,False,False,True
b2.1,10000,100,live_10000_100_3,0.008,0.081,0,False,False,True
b2.1,10000,100,live_10000_100_4,0.008,0.081,0,False,False,True
b2.1,10000,100,live_10000_100_5,0.009,0.076,0,False,False,True
b2.1,10000,100,live_10000_100_6,0.008,0.083,0,False,False,True
b2.1,10000,100,live_10000_100_7,0.009,0.074,0,False,False,True
b2.1,10000,100,live_10000_100_8,0.009,0.074,0,False,False,True
b2.1,10000,100,live_10000_100_9,0.01,0.082,0,False,False,True
