exp_id,scenario,concurrency,edit_rate,offline_duration,p50_latency_ms,p95_latency_ms,conflict_rate,override_rate,rollback_rate,simulation,live
b2.2,disjoint_edits,1,10,0,0.03,0.085,0.0,0.0,0.0,False,True
b2.2,disjoint_edits,3,10,0,0.024,0.091,0.0,0.0,0.0,False,True
b2.2,disjoint_edits,10,10,0,0.025,0.166,0.04,0.04,0.0,False,True
b2.2,disjoint_edits,20,10,0,0.024,0.202,0.02,0.02,0.0,False,True
b2.2,disjoint_edits,1,10,3600,0.025,0.085,0.0,0.0,0.0,False,True
b2.2,disjoint_edits,3,10,3600,0.026,0.085,0.0,0.0,0.0,False,True
b2.2,disjoint_edits,10,10,3600,0.023,0.089,0.04,0.04,0.0,False,True
b2.2,disjoint_edits,20,10,3600,0.041,0.125,0.01,0.01,0.0,False,True
b2.2,disjoint_edits,1,10,21600,0.06,0.215,0.0,0.0,0.0,False,True
b2.2,disjoint_edits,3,10,21600,0.024,0.104,0.0,0.0,0.0,False,True
b2.2,disjoint_edits,10,10,21600,0.034,0.12,0.0,0.0,0.0,False,True
b2.2,disjoint_edits,20,10,21600,0.025,0.127,0.01,0.01,0.0,False,True
b2.2,disjoint_edits,1,10,86400,0.029,0.091,0.0,0.0,0.0,False,True
b2.2,disjoint_edits,3,10,86400,0.027,0.087,0.0,0.0,0.0,False,True
b2.2,disjoint_edits,10,10,86400,0.035,0.203,0.0,0.0,0.0,False,True
b2.2,disjoint_edits,20,10,86400,0.026,0.127,0.02,0.02,0.0,False,True
b2.2,disjoint_edits,1,30,0,0.023,0.082,0.0,0.0,0.0,False,True
b2.2,disjoint_edits,3,30,0,0.024,0.171,0.2,0.0667,0.0,False,True
b2.2,disjoint_edits,10,30,0,0.024,0.119,0.1,0.0333,0.0,False,True
b2.2,disjoint_edits,20,30,0,0.037,0.208,0.04,0.0133,0.0,False,True
b2.2,disjoint_edits,1,30,3600,0.025,0.088,0.0,0.0,0.0,False,True
b2.2,disjoint_edits,3,30,3600,0.024,0.1,0.06666666666666667,0.0222,0.0,False,True
b2.2,disjoint_edits,10,30,3600,0.024,0.106,0.04,0.0133,0.0,False,True
b2.2,disjoint_edits,20,30,3600,0.024,0.067,0.05,0.0167,0.0,False,True
b2.2,disjoint_edits,1,30,21600,0.028,0.123,0.0,0.0,0.0,False,True
b2.2,disjoint_edits,3,30,21600,0.023,0.083,0.0,0.0,0.0,False,True
b2.2,disjoint_edits,10,30,21600,0.032,0.163,0.06,0.02,0.0,False,True
b2.2,disjoint_edits,20,30,21600,0.023,0.097,0.03,0.01,0.0,False,True
b2.2,disjoint_edits,1,30,86400,0.028,0.19,0.0,0.0,0.0,False,True
