exp_id,scenario,concurrency,edit_rate,offline_duration,p50_latency_ms,p95_latency_ms,conflict_rate,override_rate,rollback_rate,simulation,live
b2.2,disjoint_edits,1,10,0,0.032,0.106,0.0,0.0,0.0,False,True
b2.2,disjoint_edits,3,10,0,0.032,1.198,0.0,0.0,0.0,False,True
b2.2,disjoint_edits,10,10,0,0.031,0.244,0.0,0.0,0.0,False,True
b2.2,disjoint_edits,20,10,0,0.023,0.133,0.01,0.01,0.0,False,True
b2.2,disjoint_edits,1,10,3600,0.023,0.086,0.0,0.0,0.0,False,True
b2.2,disjoint_edits,3,10,3600,0.023,0.185,0.0,0.0,0.0,False,True
b2.2,disjoint_edits,10,10,3600,0.023,0.151,0.06,0.06,0.0,False,True
b2.2,disjoint_edits,20,10,3600,0.031,1.219,0.03,0.03,0.0,False,True
b2.2,disjoint_edits,1,10,21600,0.03,0.08,0.0,0.0,0.0,False,True
b2.2,disjoint_edits,3,10,21600,0.023,0.24,0.0,0.0,0.0,False,True
b2.2,disjoint_edits,10,10,21600,0.024,0.23,0.0,0.0,0.0,False,True
b2.2,disjoint_edits,20,10,21600,0.038,0.237,0.03,0.03,0.0,False,True
b2.2,disjoint_edits,1,10,86400,0.025,0.093,0.0,0.0,0.0,False,True
b2.2,disjoint_edits,3,10,86400,0.033,0.102,0.0,0.0,0.0,False,True
b2.2,disjoint_edits,10,10,86400,0.026,0.172,0.1,0.1,0.0,False,True
b2.2,disjoint_edits,20,10,86400,0.023,0.139,0.01,0.01,0.0,False,True
b2.2,disjoint_edits,1,30,0,0.024,0.175,0.2,0.0667,0.0,False,True
b2.2,disjoint_edits,3,30,0,0.023,0.193,0.06666666666666667,0.0222,0.0,False,True
b2.2,disjoint_edits,10,30,0,0.024,0.102,0.08,0.0267,0.0,False,True
b2.2,disjoint_edits,20,30,0,0.022,0.099,0.04,0.0133,0.0,False,True
b2.2,disjoint_edits,1,30,3600,0.029,0.228,0.0,0.0,0.0,False,True
b2.2,disjoint_edits,3,30,3600,0.026,0.158,0.0,0.0,0.0,False,True
b2.2,disjoint_edits,10,30,3600,0.023,0.089,0.04,0.0133,0.0,False,True
b2.2,disjoint_edits,20,30,3600,0.022,0.091,0.09,0.03,0.0,False,True
b2.2,disjoint_edits,1,30,21600,0.103,0.79,0.0,0.0,0.0,False,True
b2.2,disjoint_edits,3,30,21600,0.022,0.21,0.06666666666666667,0.0222,0.0,False,True
b2.2,disjoint_edits,10,30,21600,0.022,0.109,0.02,0.0067,0.0,False,True
b2.2,disjoint_edits,20,30,21600,0.022,0.218,0.1,0.0333,0.0,False,True
b2.2,disjoint_edits,1,30,86400,0.023,0.089,0.0,0.0,0.0,False,True
b2.2,disjoint_edits,3,30,86400,0.024,0.933,0.06666666666666667,0.0222,0.0,False,True
b2.2,disjoint_edits,10,30,86400,0.023,0.087,0.02,0.0067,0.0,False,True
b2.2,disjoint_edits,20,30,86400,0.023,0.093,0.05,0.0167,0.0,False,True
b2.2,same_wall_edits,1,10,0,0.024,0.109,0.0,0.0,0.0,False,True
b2.2,same_wall_edits,3,10,0,0.027,0.127,0.13333333333333333,0.1333,0.0,False,True
b2.2,same_wall_edits,10,10,0,0.059,0.619,0.22,0.22,0.0,False,True
b2.2,same_wall_edits,20,10,0,0.023,0.491,0.15,0.15,0.0,False,True
b2.2,same_wall_edits,1,10,3600,0.042,0.177,0.0,0.0,0.0,False,True
b2.2,same_wall_edits,3,10,3600,0.028,0.1,0.26666666666666666,0.2667,0.0,False,True
b2.2,same_wall_edits,10,10,3600,0.025,0.914,0.12,0.12,0.0,False,True
b2.2,same_wall_edits,20,10,3600,0.023,0.134,0.14,0.14,0.0,False,True
b2.2,same_wall_edits,1,10,21600,0.029,0.1,0.0,0.0,0.0,False,True
b2.2,same_wall_edits,3,10,21600,0.03,0.207,0.06666666666666667,0.0667,0.0,False,True
b2.2,same_wall_edits,10,10,21600,0.023,0.084,0.12,0.12,0.0,False,True
b2.2,same_wall_edits,20,10,21600,0.022,0.266,0.21,0.21,0.0,False,True
